,latitude,longtitude,compass_direction,x,y,z
329,28.548509,-81.379143,2.4,838079.0456227022,-5527928.684139097,3041850.255413692
330,28.54865,-81.379145,2.12,838077.7305834426,-5527921.312218864,3041864.0146161346
331,28.548747,-81.379147,1.84,838076.7656937155,-5527916.249865554,3041873.480156056
332,28.548844,-81.379149,1.56,838075.8008019424,-5527911.18749634,3041882.945687258
333,28.548939,-81.37915,1.28,838074.948304461,-5527906.215466471,3041892.2160444185
334,28.549071,-81.379153,1.0,838073.6083944576,-5527899.330493942,3041905.096947853
335,28.549191,-81.379155,0.72,838072.4604584486,-5527893.060764527,3041916.806846056
336,28.54929,-81.379156,0.44,838071.5761207027,-5527887.878711832,3041926.467502028
337,28.549401,-81.379158,0.15,838070.4998025128,-5527882.081365985,3041937.299135804
338,28.549515,-81.379159,359.87,838069.4960865461,-5527876.111895726,3041948.4235045537
339,28.549631,-81.379159,359.59,838068.5729304916,-5527870.02279175,3041959.7430253066
340,28.549749,-81.379159,359.31,838067.633854429,-5527863.828679975,3041971.257697417
341,28.549867,-81.37916,359.03,838066.5982954956,-5527857.649171776,3041982.772356625
342,28.549986,-81.37916,358.75,838065.6512540856,-5527851.402520122,3041994.3845846243
343,28.550106,-81.379161,358.47,838064.5997715861,-5527845.117978437,3042006.094381083
344,28.550224,-81.379161,358.19,838063.6606814308,-5527838.923772248,3042017.609001255
345,28.550341,-81.379161,357.9,838062.729546157,-5527832.782036183,3042029.0260271616
346,28.550455,-81.379162,357.62,838061.7258040071,-5527826.812385295,3042040.1502966126
347,28.550563,-81.379162,357.34,838060.8662883777,-5527821.143049259,3042050.689067089
348,28.550665,-81.379163,357.06,838059.9580422953,-5527815.803285209,3042060.642340392
349,28.550765,-81.379163,356.78,838059.162189323,-5527810.55386529,3042070.400442114
350,28.55086,-81.379163,356.5,838058.4061266345,-5527805.566900769,3042079.6706301672
351,28.550953,-81.379164,356.22,838057.5695005016,-5527800.69953712,3042088.745648266
352,28.551048,-81.379165,355.94,838056.7169551054,-5527795.727169363,3042098.015819768
353,28.551164,-81.379167,355.65,838055.6007980321,-5527789.6670195125,3042109.3351757354
354,28.551274,-81.379168,355.37,838054.6288679821,-5527783.907191,3042120.069036255
355,28.551376,-81.37917,355.09,838053.6241266615,-5527778.581931435,3042130.022242354
356,28.551474,-81.379171,354.81,838052.7476957676,-5527773.452009436,3042139.585117564
357,28.551585,-81.379173,354.53,838051.6713212109,-5527767.65425449,3042150.416526695
358,28.551681,-81.379175,354.25,838050.7143254221,-5527762.64391633,3042159.784222681
359,28.551801,-81.379176,353.97,838049.6627941953,-5527756.359031636,3042171.493830656
360,28.551896,-81.379178,353.69,838048.7137525899,-5527751.401154641,3042180.763927504
361,28.551998,-81.379179,353.4,838047.805474511,-5527746.061161204,3042190.71707481
362,28.552108,-81.379181,353.12,838046.7370457432,-5527740.315804571,3042201.450850315
363,28.55222,-81.379183,352.84,838045.6526964994,-5527734.465434026,3042212.3797738533
364,28.552333,-81.379184,352.56,838044.6568626034,-5527728.547918729,3042223.4062652853
365,28.552447,-81.379186,352.28,838043.5565897427,-5527722.592511397,3042234.530324297
366,28.552559,-81.379188,352.0,838042.4722319379,-5527716.742076731,3042245.45921265
367,28.552663,-81.379189,351.72,838041.548020129,-5527711.29697421,3042255.6074557123
368,28.552757,-81.379191,351.44,838040.606919347,-5527706.391456513,3042264.779897548
369,28.552886,-81.379193,351.15,838039.3872498344,-5527699.648499844,3042277.3675969504
370,28.553004,-81.379194,350.87,838038.3516029443,-5527693.468367287,3042288.88191313
371,28.553102,-81.379196,350.59,838037.3786586007,-5527688.352802561,3042298.4446404893
372,28.553264,-81.379195,350.31,838036.1857558299,-5527679.833441828,3042314.2523947684
373,28.553365,-81.379194,350.03,838035.4783563847,-5527674.51645869,3042324.107834202
374,28.553469,-81.379193,349.75,838034.7470765352,-5527669.041961887,3042334.255999581
375,28.553561,-81.379192,349.47,838034.1113045085,-5527664.1974349655,3042343.233214446
376,28.553657,-81.379192,349.19,838033.3472172819,-5527659.157523642,3042352.6007346376
377,28.553754,-81.379191,348.9,838032.6716441868,-5527654.050471054,3042362.065824489
378,28.553855,-81.37919,348.62,838031.9642312891,-5527648.733404702,3042371.921218057
379,28.553962,-81.379189,348.34,838031.2090595962,-5527643.101323206,3042382.3620702378
380,28.554065,-81.379192,348.06,838030.0998203224,-5527637.737727401,3042392.412600165
381,28.554173,-81.379196,347.78,838028.854306613,-5527632.126239883,3042402.951009334
382,28.554264,-81.379199,347.5,838027.8405758778,-5527627.392609541,3042411.8305864464
383,28.554357,-81.379202,347.22,838026.8109246796,-5527622.553964495,3042420.90531117
384,28.554451,-81.379205,346.94,838025.7733123392,-5527617.662804298,3042430.0776054333
385,28.554577,-81.379209,346.65,838024.3845201933,-5527611.106233608,3042442.372370005
386,28.554685,-81.379212,346.37,838023.2354708248,-5527605.480026063,3042452.910727928
387,28.554779,-81.379215,346.09,838022.1978523677,-5527600.588813634,3042462.082993617
388,28.554872,-81.379218,345.81,838021.1681917113,-5527595.750087439,3042471.1576739526
389,28.55498,-81.379221,345.53,838020.0191359033,-5527590.123825946,3042481.696002348
390,28.555124,-81.379224,345.25,838018.5835322987,-5527582.607487058,3042495.747090058
391,28.555216,-81.379226,344.97,838017.6582992114,-5527577.806582156,3042504.7241638126
392,28.555307,-81.379227,344.69,838016.8374982929,-5527573.043538732,3042513.6036529606
393,28.555399,-81.379229,344.4,838015.9122614958,-5527568.24260538,3042522.580711111
394,28.555505,-81.37923,344.12,838014.9720614038,-5527562.691999927,3042532.9238336016
395,28.555597,-81.379232,343.84,838014.0468205712,-5527557.891035801,3042541.900874869
396,28.55569,-81.379234,343.56,838013.1136181795,-5527553.03755478,3042550.975484699
397,28.555783,-81.379235,343.28,838012.2768878348,-5527548.169433065,3042560.0500865136
398,28.555887,-81.379237,343.0,838011.2561240317,-5527542.738390818,3042570.1980188326
399,28.555991,-81.379239,342.72,838010.2353578495,-5527537.307330295,3042580.345941128
400,28.55609,-81.379241,342.44,838009.2543884413,-5527532.13876782,3042590.0059732306
401,28.556198,-81.379242,342.15,838008.2982517335,-5527526.483031861,3042600.5441797087
402,28.55629,-81.379244,341.87,838007.3729969015,-5527521.681959998,3042609.521161886
403,28.556381,-81.379245,341.59,838006.5521735146,-5527516.918751603,3042618.4005604526
404,28.556472,-81.379247,341.31,838005.6348748924,-5527512.170155196,3042627.279951344
405,28.556577,-81.379249,341.03,838004.606135252,-5527506.686487812,3042637.525392836
406,28.556668,-81.37925,340.75,838003.7853058769,-5527501.923235331,3042646.404767196
407,28.55676,-81.379253,340.47,838002.7635685129,-5527497.136716307,3042655.381709297
408,28.556852,-81.379257,340.19,838001.6453565526,-5527492.364808831,3042664.358643553
409,28.556944,-81.379262,339.9,838000.4306702428,-5527487.607512841,3042673.3355699647
410,28.557036,-81.379266,339.62,837999.3124553841,-5527482.835576584,3042682.3124885308
411,28.557129,-81.37927,339.34,837998.1862789659,-5527478.011120932,3042691.3869743254
412,28.557221,-81.379275,339.06,837996.9715884995,-5527473.253781566,3042700.363877116
413,28.557311,-81.379279,338.78,837995.8692894499,-5527468.586812638,3042709.145622256
414,28.557419,-81.379284,338.5,837994.5272342392,-5527462.989356907,3042719.683706513
415,28.557522,-81.379286,338.22,837993.514394803,-5527457.610532529,3042729.733906428
416,28.557623,-81.379288,337.94,837992.5174733915,-5527452.336701922,3042739.588947281
417,28.557723,-81.37929,337.65,837991.5285099495,-5527447.115360095,3042749.3464041566
418,28.55782,-81.379294,337.37,837990.3704808694,-5527442.080771303,3042758.8111284706
419,28.557914,-81.379301,337.09,837988.9469148916,-5527437.247562567,3042767.9831210314
420,28.558018,-81.379308,336.81,837987.443745253,-5527431.88927361,3042778.130847939
421,28.547635,-81.37676,13.31,838315.9151528681,-5527939.698396613,3041764.967464149
422,28.547742,-81.376769,13.03,838314.1951114457,-5527934.213780473,3041775.4089330644
423,28.547833,-81.376776,12.75,838312.7953896797,-5527929.539706472,3041784.2890524864
424,28.547937,-81.376784,12.47,838311.1957064874,-5527924.19789022,3041794.4377510017
425,28.548053,-81.376793,12.19,838309.4040214173,-5527918.240814149,3041805.7574413684
426,28.548179,-81.376803,11.91,838307.4362541039,-5527911.773450295,3041818.052952985
427,28.54831,-81.376813,11.63,838305.4286846784,-5527905.043610095,3041830.836366131
428,28.548443,-81.376817,11.34,838303.9840732008,-5527898.120973414,3041843.8149296227
429,28.548569,-81.376816,11.06,838303.0775786146,-5527891.492582912,3041856.1103957063
430,28.54869,-81.376815,10.78,838302.2108805671,-5527885.126618045,3041867.917932622
431,28.548801,-81.376814,10.5,838301.4237805012,-5527879.285535141,3041878.7496281103
432,28.5489,-81.376813,10.22,838300.7321997357,-5527874.07432144,3041888.41031986
433,28.549024,-81.376812,9.94,838299.841610068,-5527867.550816155,3041900.5105674206
434,28.549138,-81.376811,9.66,838299.0306190784,-5527861.552197266,3041911.634975995
435,28.549239,-81.37681,9.38,838298.3231085949,-5527856.235944697,3041921.490801601
436,28.549411,-81.376808,9.09,838297.1468900045,-5527847.178139152,3041938.2749581053
437,28.549545,-81.376809,8.81,838295.9837212149,-5527840.15887044,3041951.350968013
438,28.54964,-81.37681,8.53,838295.131004308,-5527835.186763157,3041960.6212634644
439,28.549738,-81.376811,8.25,838294.2544039674,-5527830.057163975,3041970.1842963253
440,28.549836,-81.376812,7.97,838293.3778013537,-5527824.927548592,3041979.747320286
441,28.549936,-81.376813,7.69,838292.4852754996,-5527819.6929318905,3041989.5054988284
442,28.550038,-81.376814,7.41,838291.5768262574,-5527814.353312857,3041999.4588313946
443,28.550141,-81.376814,7.13,838290.7568924775,-5527808.946552438,3042009.5097358697
444,28.550244,-81.376815,6.84,838289.8404776161,-5527803.554405071,3042019.5606305143
445,28.550344,-81.376816,6.56,838288.9479419901,-5527798.319719565,3042029.3187712487
446,28.550437,-81.376817,6.28,838288.1111282579,-5527793.452471067,3042038.393833816
447,28.55054,-81.376818,6.0,838287.1947061648,-5527788.060272275,3042048.4447002085
448,28.550651,-81.376819,5.72,838286.2145962719,-5527782.248105515,3042059.276205411
449,28.550763,-81.37682,5.44,838285.2265227474,-5527776.383424022,3042070.205280171
450,28.550855,-81.376821,5.16,838284.3976604983,-5527771.568603904,3042079.182725741
451,28.550946,-81.376822,4.88,838283.5767569911,-5527766.806263769,3042088.062582666
452,28.551039,-81.376823,4.59,838282.7399300236,-5527761.938920827,3042097.1375933527
453,28.551132,-81.376825,4.31,838281.8066234569,-5527757.086194073,3042106.2125960244
454,28.55126,-81.376828,4.03,838280.4982094126,-5527750.410766751,3042118.702909176
455,28.55136,-81.37683,3.75,838279.5091726087,-5527745.190540558,3042128.46095576
456,28.551469,-81.376832,3.47,838278.448485906,-5527739.497841228,3042139.097215983
457,28.551583,-81.376834,3.19,838277.3479921437,-5527733.542645159,3042150.221366271
458,28.551697,-81.376836,2.91,838276.2474954809,-5527727.587427137,3042161.3455045163
459,28.551817,-81.376838,2.63,838275.099230272,-5527721.317212802,3042173.0551107107
460,28.551942,-81.376841,2.34,838273.8146801497,-5527714.799125094,3042185.252602973
461,28.552068,-81.376843,2.06,838272.6186424308,-5527708.213884185,3042197.5476605194
462,28.552223,-81.376846,1.78,838271.0952545402,-5527700.12085169,3042212.6725127166
463,28.552369,-81.376849,1.5,838269.6435110247,-5527692.500248631,3042226.919127327
464,28.552472,-81.376851,1.22,838268.6305665588,-5527687.122344526,3042236.969809313
465,28.552599,-81.376853,0.94,838267.4265527811,-5527680.484493766,3042249.3623842453
466,28.552704,-81.376855,0.66,838266.3976807578,-5527675.001555187,3042259.608202625
467,28.552796,-81.376856,0.38,838265.5687776309,-5527670.186433605,3042268.5854827147
468,28.552889,-81.376858,0.09,838264.6354353537,-5527665.333430683,3042277.6603339617
469,28.553006,-81.37686,359.81,838263.5110218879,-5527659.220467938,3042289.0770709207
470,28.553141,-81.376862,359.53,838262.2433027619,-5527652.162518984,3042302.2502131867
471,28.553238,-81.376864,359.25,838261.2781083133,-5527647.099469345,3042311.715349424
472,28.55334,-81.376865,358.97,838260.3695808456,-5527641.75928192,3042321.668369876
473,28.553445,-81.376866,358.69,838259.4371669135,-5527636.261581523,3042331.914116153
474,28.553537,-81.376868,358.41,838258.5117726137,-5527631.460975262,3042340.891333063
475,28.553635,-81.376869,358.13,838257.6350835155,-5527626.330731581,3042350.4540120144
476,28.55374,-81.376871,357.84,838256.6061871464,-5527620.847609261,3042360.6997295846
477,28.553844,-81.376872,357.56,838255.68172486,-5527615.40233714,3042370.8478588206
478,28.553939,-81.376874,357.28,838254.7324380714,-5527610.444170939,3042380.117775805
479,28.55403,-81.376875,357.0,838253.9114701326,-5527605.681357061,3042388.997372652
480,28.554126,-81.376876,356.72,838253.0506927691,-5527600.656031107,3042398.3648511167
481,28.554234,-81.376878,356.44,838251.9979002395,-5527595.015322302,3042408.90325418
482,28.554332,-81.376879,356.16,838251.1211952337,-5527589.884963357,3042418.465869828
483,28.554437,-81.37688,355.88,838250.1887569585,-5527584.387087208,3042428.711519573
484,28.554531,-81.376881,355.59,838249.3438936196,-5527579.466695952,3042437.883806867
485,28.554629,-81.376882,355.31,838248.4671817224,-5527574.336287913,3042447.44639554
486,28.554741,-81.376883,355.03,838247.4790045222,-5527568.470854575,3042458.37505741
487,28.554843,-81.376884,354.75,838246.5704410564,-5527563.130408502,3042468.327935784
488,28.554979,-81.376886,354.47,838245.2947032254,-5527556.019539869,3042481.598425282
489,28.555083,-81.376886,354.19,838244.4666845549,-5527550.559420242,3042491.7464350974
490,28.555182,-81.376886,353.91,838243.6784719087,-5527545.361789448,3042501.4065505126
491,28.555276,-81.376887,353.63,838242.8335918857,-5527540.441280083,3042510.578772904
492,28.555378,-81.376887,353.34,838242.0214890356,-5527535.086111907,3042520.531600702
493,28.555475,-81.376887,353.06,838241.2491926841,-5527529.993435722,3042529.99653584
494,28.555576,-81.376887,352.78,838240.4450465073,-5527524.690735437,3042539.851768314
495,28.555684,-81.376888,352.5,838239.4886911392,-5527519.035132306,3042550.3900262425
496,28.555791,-81.376888,352.22,838238.6367682082,-5527513.4173819125,3042560.8306970475
497,28.555899,-81.376888,351.94,838237.7768804161,-5527507.74710963,3042571.368933456
498,28.556007,-81.376889,351.66,838236.820516534,-5527502.091447702,3042581.907159053
499,28.556107,-81.376893,351.38,838235.638426734,-5527496.899679778,3042591.664765708
500,28.556206,-81.376897,351.09,838234.4642971164,-5527491.760398012,3042601.324787166
501,28.556316,-81.376902,350.81,838233.1061105469,-5527486.058193158,3042612.0581336883
502,28.556407,-81.376906,350.53,838231.9956736356,-5527481.338904066,3042620.9375300617
503,28.556512,-81.37691,350.25,838230.7737662612,-5527475.884550004,3042631.1829778794
504,28.556675,-81.376917,349.97,838228.8006372458,-5527467.42884214,3042647.0877956757
505,28.556782,-81.376921,349.69,838227.5628004501,-5527461.86943211,3042657.5283682025
506,28.556875,-81.376921,349.41,838226.8223209755,-5527456.986543211,3042666.602875892
507,28.556976,-81.376922,349.13,838225.9216696093,-5527451.698234167,3042676.457977312
508,28.557068,-81.376922,348.84,838225.1891478184,-5527446.867819463,3042685.4348931494
509,28.557165,-81.376922,348.56,838224.4168127199,-5527441.774866786,3042694.8996763523
510,28.557261,-81.376922,348.28,838223.6524374736,-5527436.734403179,3042704.266875884
511,28.55736,-81.376922,348.0,838222.8641730362,-5527431.53640883,3042713.9267914533
512,28.557451,-81.376923,347.72,838222.0431327306,-5527426.773069609,3042722.806099773
513,28.557557,-81.376923,347.44,838221.1991272839,-5527421.207505757,3042733.1490206653
514,28.557662,-81.376923,347.16,838220.363081324,-5527415.694428572,3042743.394356565
515,28.557759,-81.376922,346.88,838219.6872031174,-5527410.586749176,3042752.859086363
516,28.557859,-81.376921,346.59,838218.9874351064,-5527405.32153622,3042762.616530634
517,28.557958,-81.376921,346.31,838218.1991554617,-5527400.123442204,3042772.276391331
518,28.558056,-81.37692,346.03,838217.5153070142,-5527394.96320828,3042781.838668731
519,28.558152,-81.37692,345.75,838216.7509097515,-5527389.922600679,3042791.2057889816
520,28.538349,-81.381267,359.27,837954.9405278855,-5528492.967973225,3040858.7636908623
521,28.538496,-81.38127,2.77,837953.481897792,-5528485.298201077,3040873.109774547
522,28.538616,-81.381273,2.49,837952.2380078089,-5528479.045194195,3040884.8208484305
523,28.538728,-81.381276,2.21,837951.0577430879,-5528473.211957456,3040895.75117202
524,28.538852,-81.381281,1.93,837949.5890531443,-5528466.778255375,3040907.8525881544
525,28.538975,-81.38129,1.65,837947.742354645,-5528460.455501711,3040919.8563981527
526,28.539075,-81.381309,1.37,837945.1136897048,-5528455.48589424,3040929.6155829444
527,28.53917,-81.381335,1.09,837941.8493659127,-5528450.881018056,3040938.8867999166
528,28.539296,-81.381381,0.8,837936.4086913659,-5528444.941887449,3040951.1833484774
529,28.539421,-81.381427,0.52,837930.9759764161,-5528439.055200428,3040963.382290851
530,28.539546,-81.381473,0.24,837925.5432674706,-5528433.168481934,3040975.581218751
531,28.539671,-81.381519,359.96,837920.1105645295,-5528427.281731968,3040987.780132177
532,28.539794,-81.381564,359.68,837914.7902638335,-5528421.485278443,3040999.7838488594
533,28.539914,-81.381609,359.4,837909.4938294948,-5528415.846223554,3041011.494778458
534,28.540027,-81.38164,359.12,837905.6039210102,-5528410.369736576,3041022.5225583017
535,28.540125,-81.381664,358.84,837902.5087405677,-5528405.578007348,3041032.086463988
536,28.540265,-81.381699,358.55,837898.018136644,-5528398.743094777,3041045.7491709623
537,28.540359,-81.381702,358.27,837896.981036813,-5528393.854125852,3041054.9226926
538,28.54045,-81.381706,357.99,837895.871307394,-5528389.137197804,3041063.803434473
539,28.540571,-81.38171,357.71,837894.5229684224,-5528382.845932315,3041075.6118815653
540,28.540667,-81.381714,357.43,837893.3734673762,-5528377.866583361,3041084.980557213
541,28.540766,-81.381718,357.15,837892.2001037296,-5528372.72978536,3041094.641995033
542,28.54087,-81.381722,356.87,837890.9869699446,-5528367.330580858,3041104.791374479
543,28.540971,-81.381726,356.59,837889.7976952405,-5528362.088792446,3041114.647973773
544,28.541061,-81.381729,356.3,837888.7923975764,-5528357.409624188,3041123.431074094
545,28.541157,-81.381733,356.02,837887.6428879716,-5528352.430195364,3041132.7997061647
546,28.541329,-81.381739,355.74,837885.6959148903,-5528343.491618399,3041149.5851506074
547,28.541426,-81.381746,355.46,837884.2489836466,-5528338.503538508,3041159.051348469
548,28.541519,-81.381753,355.18,837882.8338664753,-5528333.725358808,3041168.1271794704
549,28.541637,-81.381761,354.9,837881.1234150009,-5528327.649806767,3041179.6427384564
550,28.54175,-81.381769,354.62,837879.4527309578,-5528321.836628251,3041190.6703379364
551,28.541844,-81.381776,354.34,837878.0296562198,-5528317.005917302,3041199.843730261
552,28.541949,-81.381784,354.05,837876.4226003833,-5528311.612537196,3041210.090594988
553,28.542041,-81.38179,353.77,837875.1119183853,-5528306.872130419,3041219.068791877
554,28.542144,-81.38179,353.49,837874.2926643961,-5528301.466685868,3041229.1204595254
555,28.54224,-81.381791,353.21,837873.4325984485,-5528296.443209191,3041238.4889952806
556,28.542342,-81.381791,352.93,837872.6212933074,-5528291.090210574,3041248.443055166
557,28.542449,-81.381791,352.65,837871.7702154523,-5528285.4747912325,3041258.8850488043
558,28.542568,-81.381792,352.37,837870.7271995071,-5528279.244206197,3041270.4980946924
559,28.542668,-81.381792,352.09,837869.9317940553,-5528273.996113255,3041280.2569466387
560,28.542771,-81.381793,351.8,837869.0160372832,-5528268.605183494,3041290.308554458
561,28.542872,-81.381793,351.52,837868.2126726236,-5528263.304574996,3041300.1649758825
562,28.542973,-81.381793,351.24,837867.4093053603,-5528258.00394932,3041310.0213878565
563,28.543072,-81.381793,350.96,837866.6218438331,-5528252.808269857,3041319.682614184
564,28.543167,-81.381794,350.68,837865.769710455,-5528247.837124837,3041328.9534793952
565,28.54328,-81.381794,350.4,837864.8708850383,-5528241.906664559,3041339.9809187064
566,28.54338,-81.381795,350.12,837863.9789756661,-5528236.673075174,3041349.739704691
567,28.543483,-81.381795,349.84,837863.1596869482,-5528231.267398298,3041359.791244569
568,28.543575,-81.381795,349.55,837862.4278927943,-5528226.439011614,3041368.769310713
569,28.543692,-81.381796,349.27,837861.4007527669,-5528220.313166183,3041380.187057417
570,28.53835,-81.381066,94.34,837974.327140496,-5528489.975825952,3040858.8612833363
571,28.538351,-81.380939,94.06,837986.5734594899,-5528488.065911544,3040858.958875809
572,28.538352,-81.380811,93.78,837998.916264419,-5528486.1413441645,3040859.0564682805
573,28.538355,-81.380696,93.5,838009.98878369,-5528484.301940617,3040859.3492456903
574,28.538359,-81.380552,93.22,838023.8515611682,-5528481.985880011,3040859.739615557
575,28.538361,-81.380431,92.94,838035.5109666786,-5528480.111141218,3040859.9348004847
576,28.538363,-81.380323,92.66,838045.9159960641,-5528478.426524556,3040860.1299854093
577,28.538366,-81.380163,92.37,838061.3305536018,-5528475.9288166985,3040860.4227627884
578,28.538366,-81.380028,92.09,838074.3567157983,-5528473.954165862,3040860.4227627884
579,28.538365,-81.379923,91.81,838084.4961267475,-5528472.470778612,3040860.32517033
580,28.538365,-81.379818,91.53,838094.6275802988,-5528470.934899273,3040860.32517033
581,28.538368,-81.379706,91.25,838105.4105963445,-5528469.139187072,3040860.617947703
582,28.538371,-81.379599,90.97,838115.7111587782,-5528467.416593239,3040860.9107250688
583,28.538376,-81.37945,90.69,838130.0483842554,-5528464.974653341,3040861.3986873254
584,28.53838,-81.379298,90.41,838144.6830275716,-5528462.541264522,3040861.7890571146
585,28.538385,-81.379146,90.12,838159.3097084739,-5528460.055363503,3040862.2770193303
586,28.538389,-81.378998,89.84,838173.5583784635,-5528457.680412731,3040862.667389085
587,28.538392,-81.378876,89.56,838185.3062638916,-5528455.738255611,3040862.960166393
588,28.538395,-81.378742,89.28,838198.2120214857,-5528453.620521809,3040863.252943692
589,28.538399,-81.378606,89.0,838211.3027972222,-5528451.421025393,3040863.6433134093
590,28.538402,-81.378456,88.72,838225.7523782252,-5528449.069154296,3040863.936090689
591,28.538406,-81.378303,88.44,838240.4834652732,-5528446.620881905,3040864.326460381
592,28.538411,-81.378098,88.16,838260.224045284,-5528443.359318327,3040864.8144224766
593,28.538415,-81.377947,87.87,838274.7621367697,-5528440.940215335,3040865.204792136
594,28.538418,-81.377813,87.59,838287.6678571847,-5528438.82227259,3040865.4975693705
595,28.538421,-81.377706,87.31,838297.9683577615,-5528437.099338928,3040865.790346597
596,28.538424,-81.377598,87.03,838308.3653442241,-5528435.361754818,3040866.083123815
597,28.538429,-81.377392,86.75,838328.202370041,-5528432.085317115,3040866.5710858265
598,28.538431,-81.377188,86.47,838347.8702761644,-5528428.995491779,3040866.766270625
599,28.538432,-81.377078,86.19,838358.4761390446,-5528427.333495999,3040866.8638630225
600,28.538433,-81.376972,85.91,838368.6960417087,-5528425.730009059,3040866.961455419
601,28.538434,-81.37685,85.62,838380.4597685306,-5528423.8923834525,3040867.059047815
602,28.538435,-81.376727,85.34,838392.3199804957,-5528422.040100106,3040867.1566402097
603,28.538436,-81.376605,85.06,838404.0836992367,-5528420.2024242245,3040867.254232604
604,28.538437,-81.376481,84.78,838416.040392158,-5528418.3354570735,3040867.351824997
605,28.538438,-81.376357,84.5,838427.9970809247,-5528416.468464063,3040867.449417389
606,28.538439,-81.376232,84.22,838440.0502545738,-5528414.586811651,3040867.54700978
607,28.53844,-81.376109,83.94,838451.9104459946,-5528412.734400454,3040867.6446021707
608,28.538441,-81.37599,83.66,838463.3846774346,-5528410.940499613,3040867.74219456
609,28.538442,-81.375849,83.37,838476.9816617017,-5528408.824623315,3040867.839786948
610,28.538441,-81.375671,83.09,838494.1646469268,-5528406.272184924,3040867.74219456
611,28.538441,-81.375557,82.81,838505.1643789363,-5528404.6038428135,3040867.74219456
612,28.53844,-81.375455,82.53,838515.0142003966,-5528403.163570124,3040867.6446021707
613,28.538439,-81.375333,82.25,838526.7937955846,-5528401.430579153,3040867.54700978
614,28.538439,-81.375219,81.97,838537.7935179606,-5528399.76217212,3040867.54700978
615,28.538438,-81.375101,81.69,838549.1871511275,-5528398.0876744,3040867.449417389
616,28.538437,-81.374976,81.41,838561.2562019853,-5528396.310703655,3040867.351824997
617,28.538436,-81.374839,81.12,838574.4831133069,-5528394.358076051,3040867.254232604
618,28.538434,-81.374721,80.84,838585.8846951539,-5528392.735975614,3040867.059047815
619,28.54028,-81.381545,95.87,837912.7580974918,-5528395.703812431,3041047.213031347
620,28.540291,-81.381431,95.59,837923.6703167865,-5528393.459380665,3041048.28652883
621,28.540302,-81.381326,95.31,837933.7141327654,-5528391.346549546,3041049.360026201
622,28.540313,-81.381209,95.03,837944.9158068985,-5528389.058201326,3041050.43352346
623,28.540324,-81.381097,94.75,837955.6350323885,-5528386.842955654,3041051.507020606
624,28.540335,-81.380989,94.47,837965.9682983301,-5528384.686190066,3041052.580517641
625,28.540346,-81.38088,94.19,837976.3980475642,-5528382.514779517,3041053.654014563
626,28.540335,-81.380776,93.9,837986.520346254,-5528381.570970384,3041052.580517641
627,28.54032,-81.380644,93.62,837999.3761386649,-5528380.427527054,3041051.1166580203
628,28.540322,-81.380505,93.34,838012.7721201716,-5528378.289564115,3041051.311839315
629,28.540324,-81.380379,93.06,838024.9137474534,-5528376.341710673,3041051.507020606
630,28.540325,-81.380252,92.78,838037.1598134361,-5528374.431680906,3041051.60461125
631,28.540326,-81.38012,92.5,838049.8883165776,-5528372.448490381,3041051.7022018936
632,28.540327,-81.379984,92.22,838063.002768097,-5528370.406762729,3041051.799792536
633,28.540328,-81.379849,91.94,838076.0207264132,-5528368.379631151,3041051.897383177
634,28.540328,-81.379722,91.65,838088.2747296256,-5528366.521964955,3041051.897383177
635,28.540328,-81.379602,91.37,838099.8533115548,-5528364.766664852,3041051.897383177
636,28.540328,-81.379481,91.09,838111.5283779455,-5528362.996712695,3041051.897383177
637,28.540328,-81.379363,90.81,838122.9139762797,-5528361.270619901,3041051.897383177
638,28.540328,-81.379256,90.53,838133.2382022043,-5528359.705413791,3041051.897383177
639,28.540328,-81.379153,90.25,838143.1764729962,-5528358.198701847,3041051.897383177
640,28.540328,-81.37904,89.97,838154.0796213321,-5528356.545686638,3041051.897383177
641,28.540329,-81.378919,89.69,838165.7467142598,-5528354.723143288,3041051.994973818
642,28.54033,-81.378792,89.4,838177.9927309833,-5528352.812801549,3041052.092564457
643,28.540331,-81.378675,89.12,838189.2738640894,-5528351.048724392,3041052.1901550954
644,28.540332,-81.378553,88.84,838201.0374329691,-5528349.211477395,3041052.2877457333
645,28.540333,-81.378429,88.56,838212.9939735514,-5528347.344946216,3041052.38533637
646,28.540334,-81.378306,88.28,838224.8540221493,-5528345.493018958,3041052.482927006
647,28.540335,-81.378183,88.0,838236.7140666575,-5528343.641066258,3041052.580517641
648,28.540336,-81.378077,87.72,838246.9338150129,-5528342.037801227,3041052.678108275
649,28.540339,-81.37795,87.44,838259.1638888638,-5528340.022326523,3041052.970880171
650,28.540344,-81.377847,87.15,838269.0623388381,-5528338.253005464,3041053.458833313
651,28.54035,-81.377732,86.87,838280.110680028,-5528336.255621238,3041054.044377053
652,28.540355,-81.377614,86.59,838291.4564367743,-5528334.266798581,3041054.532330144
653,28.540361,-81.377489,86.31,838303.4696446548,-5528332.123058017,3041055.1178738223
654,28.540363,-81.377387,86.03,838313.2954632641,-5528330.52571834,3041055.313055041
655,28.540364,-81.377284,85.75,838323.2257239919,-5528328.966206202,3041055.4106456493
656,28.540367,-81.377157,85.47,838335.4557666683,-5528326.950562582,3041055.703417468
657,28.540369,-81.37703,85.19,838347.6937623661,-5528324.987368373,3041055.898598675
658,28.540371,-81.376906,84.9,838359.6422911617,-5528323.0680434825,3041056.09377988
